Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.01     0.00        1     0.00     0.00  void std::_Destroy<ndn::Interest*>(ndn::Interest*, ndn::Interest*)
  0.00      0.01     0.00        1     0.00     0.00  void std::_Destroy<ndn::Interest*, ndn::Interest>(ndn::Interest*, ndn::Interest*, std::allocator<ndn::Interest>&)
  0.00      0.01     0.00        1     0.00     0.00  std::iterator_traits<unsigned char const*>::difference_type std::distance<unsigned char const*>(unsigned char const*, unsigned char const*)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2022 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 100.00% of 0.01 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]    100.0    0.00    0.01                 main [1]
                0.00    0.01       1/1           ndn::Buffer::Buffer(void const*, unsigned long) [7]
                0.00    0.01       1/1           ndn::Buffer::~Buffer() [8]
                0.00    0.00   10000/10000       ndn::BlockEncoder::makeInterest() [165]
                0.00    0.00   10000/10000       ndn::BlockEncoder::encode() [166]
                0.00    0.00   10000/10000       ndn::BlockEncoder::getEncoded() [164]
                0.00    0.00   10000/10000       ndn::Block::getBuffer() const [179]
                0.00    0.00   10000/10000       ndn::BlockParser::addBuf(std::shared_ptr<ndn::Buffer const>) [162]
                0.00    0.00   10000/620003      std::shared_ptr<ndn::Buffer const>::~shared_ptr() [30]
                0.00    0.00   10000/252006      ndn::Block::~Block() <cycle 1> [36]
                0.00    0.00   10000/10000       ndn::BlockParser::decode() [163]
                0.00    0.00   10000/10000       ndn::BlockParser::parse() [161]
                0.00    0.00       2/2           ndn::BlockParser::~BlockParser() [443]
                0.00    0.00       1/1           hexize(char*, int, char*) [512]
                0.00    0.00       1/1           ndn::BlockParser::BlockParser() [514]
                0.00    0.00       1/1           std::remove_reference<ndn::BlockParser&>::type&& std::move<ndn::BlockParser&>(ndn::BlockParser&) [626]
                0.00    0.00       1/1           ndn::BlockParser::BlockParser(ndn::BlockParser&&) [513]
                0.00    0.00       1/1           ndn::BlockEncoder::BlockEncoder() [515]
                0.00    0.00       1/1           ndn::BlockEncoder::~BlockEncoder() [516]
-----------------------------------------------
                0.01    0.00   50006/50006       std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl::_Vector_impl(std::allocator<unsigned char> const&) [9]
[2]     50.0    0.01    0.00   50006         std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl_data::_Vector_impl_data() [2]
-----------------------------------------------
                0.01    0.00   50001/50001       void std::_Destroy<unsigned char*>(unsigned char*, unsigned char*) [5]
[3]     50.0    0.01    0.00   50001         void std::_Destroy_aux<true>::__destroy<unsigned char*>(unsigned char*, unsigned char*) [3]
-----------------------------------------------
                0.00    0.01   50001/50001       ndn::Buffer::~Buffer() [8]
[4]     50.0    0.00    0.01   50001         std::vector<unsigned char, std::allocator<unsigned char> >::~vector() [4]
                0.00    0.01   50001/50001       void std::_Destroy<unsigned char*, unsigned char>(unsigned char*, unsigned char*, std::allocator<unsigned char>&) [6]
                0.00    0.00   50001/50003       std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_get_Tp_allocator() [81]
                0.00    0.00   50001/50001       std::_Vector_base<unsigned char, std::allocator<unsigned char> >::~_Vector_base() [85]
-----------------------------------------------
                0.00    0.01   50001/50001       void std::_Destroy<unsigned char*, unsigned char>(unsigned char*, unsigned char*, std::allocator<unsigned char>&) [6]
[5]     50.0    0.00    0.01   50001         void std::_Destroy<unsigned char*>(unsigned char*, unsigned char*) [5]
                0.01    0.00   50001/50001       void std::_Destroy_aux<true>::__destroy<unsigned char*>(unsigned char*, unsigned char*) [3]
-----------------------------------------------
                0.00    0.01   50001/50001       std::vector<unsigned char, std::allocator<unsigned char> >::~vector() [4]
[6]     50.0    0.00    0.01   50001         void std::_Destroy<unsigned char*, unsigned char>(unsigned char*, unsigned char*, std::allocator<unsigned char>&) [6]
                0.00    0.01   50001/50001       void std::_Destroy<unsigned char*>(unsigned char*, unsigned char*) [5]
-----------------------------------------------
                0.00    0.01       1/1           main [1]
[7]     50.0    0.00    0.01       1         ndn::Buffer::Buffer(void const*, unsigned long) [7]
                0.00    0.01       1/1           std::vector<unsigned char, std::allocator<unsigned char> >::vector<unsigned char const*, void>(unsigned char const*, unsigned char const*, std::allocator<unsigned char> const&) [11]
                0.00    0.00       1/1           std::allocator<unsigned char>::allocator() [572]
                0.00    0.00       1/100008      std::allocator<unsigned char>::~allocator() [71]
-----------------------------------------------
                0.00    0.01       1/1           main [1]
[8]     50.0    0.00    0.01       1         ndn::Buffer::~Buffer() [8]
                0.00    0.01   50001/50001       std::vector<unsigned char, std::allocator<unsigned char> >::~vector() [4]
-----------------------------------------------
                0.00    0.01       1/1           std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_base(std::allocator<unsigned char> const&) [10]
[9]     50.0    0.00    0.01       1         std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl::_Vector_impl(std::allocator<unsigned char> const&) [9]
                0.01    0.00   50006/50006       std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl_data::_Vector_impl_data() [2]
                0.00    0.00   50006/100012      std::allocator<unsigned char>::allocator(std::allocator<unsigned char> const&) [70]
-----------------------------------------------
                0.00    0.01       1/1           std::vector<unsigned char, std::allocator<unsigned char> >::vector<unsigned char const*, void>(unsigned char const*, unsigned char const*, std::allocator<unsigned char> const&) [11]
[10]    50.0    0.00    0.01       1         std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_base(std::allocator<unsigned char> const&) [10]
                0.00    0.01       1/1           std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl::_Vector_impl(std::allocator<unsigned char> const&) [9]
-----------------------------------------------
                0.00    0.01       1/1           ndn::Buffer::Buffer(void const*, unsigned long) [7]
[11]    50.0    0.00    0.01       1         std::vector<unsigned char, std::allocator<unsigned char> >::vector<unsigned char const*, void>(unsigned char const*, unsigned char const*, std::allocator<unsigned char> const&) [11]
                0.00    0.01       1/1           std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_base(std::allocator<unsigned char> const&) [10]
                0.00    0.00       1/360017      std::iterator_traits<unsigned char const*>::iterator_category std::__iterator_category<unsigned char const*>(unsigned char const* const&) [41]
                0.00    0.00       1/1           void std::vector<unsigned char, std::allocator<unsigned char> >::_M_range_initialize<unsigned char const*>(unsigned char const*, unsigned char const*, std::forward_iterator_tag) [610]
-----------------------------------------------
[12]     0.0    0.00    0.00  252006+3094022 <cycle 1 as a whole> [12]
                0.00    0.00  672008             void std::_Destroy<ndn::Block*>(ndn::Block*, ndn::Block*) <cycle 1> [23]
                0.00    0.00  672008             void std::_Destroy_aux<false>::__destroy<ndn::Block*>(ndn::Block*, ndn::Block*) <cycle 1> [22]
                0.00    0.00  662008             void std::_Destroy<ndn::Block*, ndn::Block>(ndn::Block*, ndn::Block*, std::allocator<ndn::Block>&) <cycle 1> [24]
                0.00    0.00  610003             std::vector<ndn::Block, std::allocator<ndn::Block> >::~vector() <cycle 1> [31]
                0.00    0.00  480001             ndn::Block::~Block() <cycle 1> [36]
                0.00    0.00  250000             void std::_Destroy<ndn::Block>(ndn::Block*) <cycle 1> [51]
-----------------------------------------------
                0.00    0.00  890010/890010      std::__shared_ptr<ndn::Buffer const, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr() [21]
[19]     0.0    0.00    0.00  890010         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::~__shared_count() [19]
                0.00    0.00  360005/360005      std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() [45]
-----------------------------------------------
                0.00    0.00  820008/820008      std::allocator<ndn::Block>::~allocator() [25]
[20]     0.0    0.00    0.00  820008         __gnu_cxx::new_allocator<ndn::Block>::~new_allocator() [20]
-----------------------------------------------
                0.00    0.00  800008/800008      std::shared_ptr<ndn::Buffer const>::~shared_ptr() [30]
[21]     0.0    0.00    0.00  800008         std::__shared_ptr<ndn::Buffer const, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr() [21]
                0.00    0.00  890010/890010      std::__shared_count<(__gnu_cxx::_Lock_policy)2>::~__shared_count() [19]
-----------------------------------------------
                              672008             void std::_Destroy<ndn::Block*>(ndn::Block*, ndn::Block*) <cycle 1> [23]
[22]     0.0    0.00    0.00  672008         void std::_Destroy_aux<false>::__destroy<ndn::Block*>(ndn::Block*, ndn::Block*) <cycle 1> [22]
                0.00    0.00  250000/250000      ndn::Block* std::__addressof<ndn::Block>(ndn::Block&) [50]
                              250000             void std::_Destroy<ndn::Block>(ndn::Block*) <cycle 1> [51]
-----------------------------------------------
                              672008             void std::_Destroy<ndn::Block*, ndn::Block>(ndn::Block*, ndn::Block*, std::allocator<ndn::Block>&) <cycle 1> [24]
[23]     0.0    0.00    0.00  672008         void std::_Destroy<ndn::Block*>(ndn::Block*, ndn::Block*) <cycle 1> [23]
                              672008             void std::_Destroy_aux<false>::__destroy<ndn::Block*>(ndn::Block*, ndn::Block*) <cycle 1> [22]
-----------------------------------------------
                              660003             std::vector<ndn::Block, std::allocator<ndn::Block> >::~vector() <cycle 1> [31]
                0.00    0.00    2005/252006      std::deque<ndn::Block, std::allocator<ndn::Block> >::_M_destroy_data_aux(std::_Deque_iterator<ndn::Block, ndn::Block&, ndn::Block*>, std::_Deque_iterator<ndn::Block, ndn::Block&, ndn::Block*>) [414]
[24]     0.0    0.00    0.00  662008         void std::_Destroy<ndn::Block*, ndn::Block>(ndn::Block*, ndn::Block*, std::allocator<ndn::Block>&) <cycle 1> [24]
                              672008             void std::_Destroy<ndn::Block*>(ndn::Block*, ndn::Block*) <cycle 1> [23]
-----------------------------------------------
                0.00    0.00       5/660008      std::_Deque_base<ndn::Block, std::allocator<ndn::Block> >::_Deque_impl::~_Deque_impl() [408]
                0.00    0.00  660003/660008      std::_Vector_base<ndn::Block, std::allocator<ndn::Block> >::_Vector_impl::~_Vector_impl() [26]
[25]     0.0    0.00    0.00  660008         std::allocator<ndn::Block>::~allocator() [25]
                0.00    0.00  820008/820008      __gnu_cxx::new_allocator<ndn::Block>::~new_allocator() [20]
-----------------------------------------------
                0.00    0.00  660003/660003      std::_Vector_base<ndn::Block, std::allocator<ndn::Block> >::~_Vector_base() [29]
[26]     0.0    0.00    0.00  660003         std::_Vector_base<ndn::Block, std::allocator<ndn::Block> >::_Vector_impl::~_Vector_impl() [26]
                0.00    0.00  660003/660008      std::allocator<ndn::Block>::~allocator() [25]
-----------------------------------------------
                0.00    0.00  660003/660003      std::_Vector_base<ndn::Block, std::allocator<ndn::Block> >::~_Vector_base() [29]
[27]     0.0    0.00    0.00  660003         std::_Vector_base<ndn::Block, std::allocator<ndn::Block> >::_M_deallocate(ndn::Block*, unsigned long) [27]
                0.00    0.00  140001/146006      std::allocator_traits<std::allocator<ndn::Block> >::deallocate(std::allocator<ndn::Block>&, ndn::Block*, unsigned long) [65]
-----------------------------------------------
                0.00    0.00  660003/660003      std::vector<ndn::Block, std::allocator<ndn::Block> >::~vector() <cycle 1> [31]
[28]     0.0    0.00    0.00  660003         std::_Vector_base<ndn::Block, std::allocator<ndn::Block> >::_M_get_Tp_allocator() [28]
-----------------------------------------------
                0.00    0.00  660003/660003      std::vector<ndn::Block, std::allocator<ndn::Block> >::~vector() <cycle 1> [31]
[29]     0.0    0.00    0.00  660003         std::_Vector_base<ndn::Block, std::allocator<ndn::Block> >::~_Vector_base() [29]
                0.00    0.00  660003/660003      std::_Vector_base<ndn::Block, std::allocator<ndn::Block> >::_M_deallocate(ndn::Block*, unsigned long) [27]
                0.00    0.00  660003/660003      std::_Vector_base<ndn::Block, std::allocator<ndn::Block> >::_Vector_impl::~_Vector_impl() [26]
-----------------------------------------------
                0.00    0.00   10000/620003      main [1]
                0.00    0.00   10000/620003      ndn::BlockParser::decode() [163]
                0.00    0.00   10000/620003      void __gnu_cxx::new_allocator<std::shared_ptr<ndn::Buffer const> >::destroy<std::shared_ptr<ndn::Buffer const> >(std::shared_ptr<ndn::Buffer const>*) [176]
                0.00    0.00  590003/620003      ndn::Block::~Block() <cycle 1> [36]
[30]     0.0    0.00    0.00  620003         std::shared_ptr<ndn::Buffer const>::~shared_ptr() [30]
                0.00    0.00  800008/800008      std::__shared_ptr<ndn::Buffer const, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr() [21]
-----------------------------------------------
                              590003             ndn::Block::~Block() <cycle 1> [36]
                0.00    0.00   20000/252006      ndn::Interest::~Interest() [107]
[31]     0.0    0.00    0.00  610003         std::vector<ndn::Block, std::allocator<ndn::Block> >::~vector() <cycle 1> [31]
                0.00    0.00  660003/660003      std::_Vector_base<ndn::Block, std::allocator<ndn::Block> >::_M_get_Tp_allocator() [28]
                0.00    0.00  660003/660003      std::_Vector_base<ndn::Block, std::allocator<ndn::Block> >::~_Vector_base() [29]
                              660003             void std::_Destroy<ndn::Block*, ndn::Block>(ndn::Block*, ndn::Block*, std::allocator<ndn::Block>&) <cycle 1> [24]
-----------------------------------------------
                0.00    0.00  560005/560005      std::allocator<ndn::Block>::allocator(std::allocator<ndn::Block> const&) [53]
[32]     0.0    0.00    0.00  560005         __gnu_cxx::new_allocator<ndn::Block>::new_allocator(__gnu_cxx::new_allocator<ndn::Block> const&) [32]
-----------------------------------------------
                0.00    0.00  480008/480008      std::__shared_ptr<ndn::Buffer const, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<ndn::Buffer const, (__gnu_cxx::_Lock_policy)2>&&) [38]
[33]     0.0    0.00    0.00  480008         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::_M_swap(std::__shared_count<(__gnu_cxx::_Lock_policy)2>&) [33]
-----------------------------------------------
                0.00    0.00  480008/480008      std::__shared_ptr<ndn::Buffer const, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<ndn::Buffer const, (__gnu_cxx::_Lock_policy)2>&&) [38]
[34]     0.0    0.00    0.00  480008         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count() [34]
-----------------------------------------------
                0.00    0.00  480006/480006      std::_Vector_base<ndn::Block, std::allocator<ndn::Block> >::_Vector_impl::_Vector_impl(std::_Vector_base<ndn::Block, std::allocator<ndn::Block> >::_Vector_impl&&) [55]
[35]     0.0    0.00    0.00  480006         std::remove_reference<std::_Vector_base<ndn::Block, std::allocator<ndn::Block> >::_Vector_impl&>::type&& std::move<std::_Vector_base<ndn::Block, std::allocator<ndn::Block> >::_Vector_impl&>(std::_Vector_base<ndn::Block, std::allocator<ndn::Block> >::_Vector_impl&) [35]
-----------------------------------------------
                              250000             void std::_Destroy<ndn::Block>(ndn::Block*) <cycle 1> [51]
                0.00    0.00   10000/252006      main [1]
                0.00    0.00   10000/252006      std::_Head_base<1ul, ndn::Block, false>::~_Head_base() [191]
                0.00    0.00   10000/252006      ndn::BlockEncoder::getEncoded() [164]
                0.00    0.00   20000/252006      ndn::Interest::~Interest() [107]
                0.00    0.00   40000/252006      ndn::Name::~Name() [93]
                0.00    0.00  140001/252006      void __gnu_cxx::new_allocator<ndn::Block>::destroy<ndn::Block>(ndn::Block*) [66]
[36]     0.0    0.00    0.00  480001         ndn::Block::~Block() <cycle 1> [36]
                0.00    0.00  590003/620003      std::shared_ptr<ndn::Buffer const>::~shared_ptr() [30]
                              590003             std::vector<ndn::Block, std::allocator<ndn::Block> >::~vector() <cycle 1> [31]
-----------------------------------------------
                0.00    0.00   10000/460008      ndn::BlockParser::addBuf(std::shared_ptr<ndn::Buffer const>) [162]
                0.00    0.00   10000/460008      std::queue<std::shared_ptr<ndn::Buffer const>, std::deque<std::shared_ptr<ndn::Buffer const>, std::allocator<std::shared_ptr<ndn::Buffer const> > > >::push(std::shared_ptr<ndn::Buffer const>&&) [235]
                0.00    0.00   10000/460008      std::deque<std::shared_ptr<ndn::Buffer const>, std::allocator<std::shared_ptr<ndn::Buffer const> > >::push_back(std::shared_ptr<ndn::Buffer const>&&) [229]
                0.00    0.00  430008/460008      std::shared_ptr<ndn::Buffer const>::shared_ptr(std::shared_ptr<ndn::Buffer const>&&) [54]
[37]     0.0    0.00    0.00  460008         std::remove_reference<std::shared_ptr<ndn::Buffer const>&>::type&& std::move<std::shared_ptr<ndn::Buffer const>&>(std::shared_ptr<ndn::Buffer const>&) [37]
-----------------------------------------------
                0.00    0.00  430008/430008      std::shared_ptr<ndn::Buffer const>::shared_ptr(std::shared_ptr<ndn::Buffer const>&&) [54]
[38]     0.0    0.00    0.00  430008         std::__shared_ptr<ndn::Buffer const, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<ndn::Buffer const, (__gnu_cxx::_Lock_policy)2>&&) [38]
                0.00    0.00  480008/480008      std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count() [34]
                0.00    0.00  480008/480008      std::__shared_count<(__gnu_cxx::_Lock_policy)2>::_M_swap(std::__shared_count<(__gnu_cxx::_Lock_policy)2>&) [33]
-----------------------------------------------
                0.00    0.00    4000/394006      void std::deque<ndn::Block, std::allocator<ndn::Block> >::_M_push_back_aux<ndn::Block>(ndn::Block&&) [269]
                0.00    0.00   10000/394006      std::tuple_element<1ul, std::tuple<bool, ndn::Block> >::type&& std::get<1ul, bool, ndn::Block>(std::tuple<bool, ndn::Block>&&) [250]
                0.00    0.00   20000/394006      ndn::Block& std::deque<ndn::Block, std::allocator<ndn::Block> >::emplace_back<ndn::Block>(ndn::Block&&) [130]
                0.00    0.00  180003/394006      void std::allocator_traits<std::allocator<ndn::Block> >::construct<ndn::Block, ndn::Block>(std::allocator<ndn::Block>&, ndn::Block*, ndn::Block&&) [127]
                0.00    0.00  180003/394006      void __gnu_cxx::new_allocator<ndn::Block>::construct<ndn::Block, ndn::Block>(ndn::Block*, ndn::Block&&) [61]
[39]     0.0    0.00    0.00  394006         ndn::Block&& std::forward<ndn::Block>(std::remove_reference<ndn::Block>::type&) [39]
-----------------------------------------------
                0.00    0.00  146007/392011      __gnu_cxx::new_allocator<ndn::Block>::allocate(unsigned long, void const*) [63]
                0.00    0.00  246004/392011      __gnu_cxx::new_allocator<ndn::Block>::max_size() const [52]
[40]     0.0    0.00    0.00  392011         __gnu_cxx::new_allocator<ndn::Block>::_M_max_size() const [40]
-----------------------------------------------
                0.00    0.00       1/360017      std::vector<unsigned char, std::allocator<unsigned char> >::vector<unsigned char const*, void>(unsigned char const*, unsigned char const*, std::allocator<unsigned char> const&) [11]
                0.00    0.00  360016/360017      std::iterator_traits<unsigned char const*>::difference_type std::distance<unsigned char const*>(unsigned char const*, unsigned char const*) [631]
[41]     0.0    0.00    0.00  360017         std::iterator_traits<unsigned char const*>::iterator_category std::__iterator_category<unsigned char const*>(unsigned char const* const&) [41]
-----------------------------------------------
                0.00    0.00  360016/360016      unsigned char* std::__copy_move_a2<false, unsigned char const*, unsigned char*>(unsigned char const*, unsigned char const*, unsigned char*) [44]
[42]     0.0    0.00    0.00  360016         unsigned char* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<unsigned char>(unsigned char const*, unsigned char const*, unsigned char*) [42]
-----------------------------------------------
                0.00    0.00  360016/360016      std::iterator_traits<unsigned char const*>::difference_type std::distance<unsigned char const*>(unsigned char const*, unsigned char const*) [631]
[43]     0.0    0.00    0.00  360016         std::iterator_traits<unsigned char const*>::difference_type std::__distance<unsigned char const*>(unsigned char const*, unsigned char const*, std::random_access_iterator_tag) [43]
-----------------------------------------------
                0.00    0.00  360016/360016      unsigned char* std::__copy_move_a1<false, unsigned char const*, unsigned char*>(unsigned char const*, unsigned char const*, unsigned char*) [622]
[44]     0.0    0.00    0.00  360016         unsigned char* std::__copy_move_a2<false, unsigned char const*, unsigned char*>(unsigned char const*, unsigned char const*, unsigned char*) [44]
                0.00    0.00  360016/360016      unsigned char* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<unsigned char>(unsigned char const*, unsigned char const*, unsigned char*) [42]
-----------------------------------------------
                0.00    0.00  360005/360005      std::__shared_count<(__gnu_cxx::_Lock_policy)2>::~__shared_count() [19]
[45]     0.0    0.00    0.00  360005         std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() [45]
-----------------------------------------------
                0.00    0.00  300005/300005      std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count(std::__shared_count<(__gnu_cxx::_Lock_policy)2> const&) [49]
[46]     0.0    0.00    0.00  300005         std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_add_ref_copy() [46]
-----------------------------------------------
                0.00    0.00  260009/260009      std::allocator<ndn::Block>::allocator() [435]
[47]     0.0    0.00    0.00  260009         __gnu_cxx::new_allocator<ndn::Block>::new_allocator() [47]
-----------------------------------------------
                0.00    0.00  250000/250000      std::shared_ptr<ndn::Buffer const>::shared_ptr(std::shared_ptr<ndn::Buffer const> const&) [117]
[48]     0.0    0.00    0.00  250000         std::__shared_ptr<ndn::Buffer const, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<ndn::Buffer const, (__gnu_cxx::_Lock_policy)2> const&) [48]
                0.00    0.00  250000/250000      std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count(std::__shared_count<(__gnu_cxx::_Lock_policy)2> const&) [49]
-----------------------------------------------
                0.00    0.00  250000/250000      std::__shared_ptr<ndn::Buffer const, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<ndn::Buffer const, (__gnu_cxx::_Lock_policy)2> const&) [48]
[49]     0.0    0.00    0.00  250000         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count(std::__shared_count<(__gnu_cxx::_Lock_policy)2> const&) [49]
                0.00    0.00  300005/300005      std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_add_ref_copy() [46]
-----------------------------------------------
                0.00    0.00  250000/250000      void std::_Destroy_aux<false>::__destroy<ndn::Block*>(ndn::Block*, ndn::Block*) <cycle 1> [22]
[50]     0.0    0.00    0.00  250000         ndn::Block* std::__addressof<ndn::Block>(ndn::Block&) [50]
-----------------------------------------------
                              250000             void std::_Destroy_aux<false>::__destroy<ndn::Block*>(ndn::Block*, ndn::Block*) <cycle 1> [22]
[51]     0.0    0.00    0.00  250000         void std::_Destroy<ndn::Block>(ndn::Block*) <cycle 1> [51]
                              250000             ndn::Block::~Block() <cycle 1> [36]
-----------------------------------------------
                0.00    0.00  246004/246004      std::allocator_traits<std::allocator<ndn::Block> >::max_size(std::allocator<ndn::Block> const&) [263]
[52]     0.0    0.00    0.00  246004         __gnu_cxx::new_allocator<ndn::Block>::max_size() const [52]
                0.00    0.00  246004/392011      __gnu_cxx::new_allocator<ndn::Block>::_M_max_size() const [40]
-----------------------------------------------
                0.00    0.00       2/240005      std::_Deque_base<ndn::Block, std::allocator<ndn::Block> >::_Deque_impl::_Deque_impl(std::allocator<ndn::Block>&&) [480]
                0.00    0.00  240003/240005      std::_Vector_base<ndn::Block, std::allocator<ndn::Block> >::_Vector_impl::_Vector_impl(std::_Vector_base<ndn::Block, std::allocator<ndn::Block> >::_Vector_impl&&) [55]
[53]     0.0    0.00    0.00  240005         std::allocator<ndn::Block>::allocator(std::allocator<ndn::Block> const&) [53]
                0.00    0.00  560005/560005      __gnu_cxx::new_allocator<ndn::Block>::new_allocator(__gnu_cxx::new_allocator<ndn::Block> const&) [32]
-----------------------------------------------
                0.00    0.00   10000/240003      void __gnu_cxx::new_allocator<std::shared_ptr<ndn::Buffer const> >::construct<std::shared_ptr<ndn::Buffer const>, std::shared_ptr<ndn::Buffer const> >(std::shared_ptr<ndn::Buffer const>*, std::shared_ptr<ndn::Buffer const>&&) [177]
                0.00    0.00  230003/240003      ndn::Block::Block(ndn::Block&&) [59]
[54]     0.0    0.00    0.00  240003         std::shared_ptr<ndn::Buffer const>::shared_ptr(std::shared_ptr<ndn::Buffer const>&&) [54]
                0.00    0.00  430008/460008      std::remove_reference<std::shared_ptr<ndn::Buffer const>&>::type&& std::move<std::shared_ptr<ndn::Buffer const>&>(std::shared_ptr<ndn::Buffer const>&) [37]
                0.00    0.00  430008/430008      std::__shared_ptr<ndn::Buffer const, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<ndn::Buffer const, (__gnu_cxx::_Lock_policy)2>&&) [38]
-----------------------------------------------
                0.00    0.00  240003/240003      std::_Vector_base<ndn::Block, std::allocator<ndn::Block> >::_Vector_base(std::_Vector_base<ndn::Block, std::allocator<ndn::Block> >&&) [57]
[55]     0.0    0.00    0.00  240003         std::_Vector_base<ndn::Block, std::allocator<ndn::Block> >::_Vector_impl::_Vector_impl(std::_Vector_base<ndn::Block, std::allocator<ndn::Block> >::_Vector_impl&&) [55]
                0.00    0.00  480006/480006      std::remove_reference<std::_Vector_base<ndn::Block, std::allocator<ndn::Block> >::_Vector_impl&>::type&& std::move<std::_Vector_base<ndn::Block, std::allocator<ndn::Block> >::_Vector_impl&>(std::_Vector_base<ndn::Block, std::allocator<ndn::Block> >::_Vector_impl&) [35]
                0.00    0.00  240003/240005      std::allocator<ndn::Block>::allocator(std::allocator<ndn::Block> const&) [53]
                0.00    0.00  240003/240003      std::_Vector_base<ndn::Block, std::allocator<ndn::Block> >::_Vector_impl_data::_Vector_impl_data(std::_Vector_base<ndn::Block, std::allocator<ndn::Block> >::_Vector_impl_data&&) [56]
-----------------------------------------------
                0.00    0.00  240003/240003      std::_Vector_base<ndn::Block, std::allocator<ndn::Block> >::_Vector_impl::_Vector_impl(std::_Vector_base<ndn::Block, std::allocator<ndn::Block> >::_Vector_impl&&) [55]
[56]     0.0    0.00    0.00  240003         std::_Vector_base<ndn::Block, std::allocator<ndn::Block> >::_Vector_impl_data::_Vector_impl_data(std::_Vector_base<ndn::Block, std::allocator<ndn::Block> >::_Vector_impl_data&&) [56]
-----------------------------------------------
                0.00    0.00  240003/240003      std::vector<ndn::Block, std::allocator<ndn::Block> >::vector(std::vector<ndn::Block, std::allocator<ndn::Block> >&&) [58]
[57]     0.0    0.00    0.00  240003         std::_Vector_base<ndn::Block, std::allocator<ndn::Block> >::_Vector_base(std::_Vector_base<ndn::Block, std::allocator<ndn::Block> >&&) [57]
                0.00    0.00  240003/240003      std::_Vector_base<ndn::Block, std::allocator<ndn::Block> >::_Vector_impl::_Vector_impl(std::_Vector_base<ndn::Block, std::allocator<ndn::Block> >::_Vector_impl&&) [55]
-----------------------------------------------
                0.00    0.00   10000/240003      ndn::Interest::Interest(ndn::Interest&&) [170]
                0.00    0.00  230003/240003      ndn::Block::Block(ndn::Block&&) [59]
[58]     0.0    0.00    0.00  240003         std::vector<ndn::Block, std::allocator<ndn::Block> >::vector(std::vector<ndn::Block, std::allocator<ndn::Block> >&&) [58]
                0.00    0.00  240003/240003      std::_Vector_base<ndn::Block, std::allocator<ndn::Block> >::_Vector_base(std::_Vector_base<ndn::Block, std::allocator<ndn::Block> >&&) [57]
-----------------------------------------------
